日期,最高气温,最低气温,天气,风向
2017-04-02 星期日,18℃,12℃,小雨,东北风 2级
2017-04-03 星期一,18℃,12℃,阴,东北风 1级
2017-04-04 星期二,22℃,12℃,阴,东南风 1级
2017-04-05 星期三,20℃,14℃,多云,东北风 2级
2017-04-06 星期四,23℃,13℃,晴,东北风 3级
2017-04-07 星期五,23℃,15℃,阴,北风 1级
2017-04-08 星期六,24℃,15℃,多云,东北风 3级
2017-04-09 星期日,23℃,14℃,小雨,北风 2级
2017-04-10 星期一,19℃,14℃,阴,西风 2级
2017-04-11 星期二,19℃,13℃,小雨,南风 1级
2017-04-12 星期三,23℃,11℃,多云,西南风 1级
2017-04-13 星期四,26℃,11℃,晴,东北风 1级
2017-04-14 星期五,27℃,15℃,多云,东风 3级
2017-04-15 星期六,26℃,16℃,阴,东北风 1级
2017-04-16 星期日,20℃,11℃,小雨,西风 2级
2017-04-17 星期一,26℃,12℃,多云,西南风 2级
2017-04-18 星期二,28℃,12℃,多云,西南风 3级
2017-04-19 星期三,29℃,15℃,多云,东风 1级
2017-04-20 星期四,21℃,13℃,阴,西风 2级
2017-04-21 星期五,23℃,12℃,阴,南风 1级
2017-04-22 星期六,25℃,11℃,多云,东北风 2级
2017-04-23 星期日,27℃,14℃,多云,西南风 1级
2017-04-24 星期一,24℃,17℃,小雨,东风 2级
2017-04-25 星期二,23℃,15℃,小雨,南风 2级
2017-04-26 星期三,20℃,13℃,小雨,南风 2级
2017-04-27 星期四,19℃,12℃,阴,南风 2级
2017-04-28 星期五,24℃,12℃,多云,南风 2级
2017-05-01 星期一,30℃,18℃,晴,南风 2级
2017-05-02 星期二,26℃,16℃,小雨,南风 2级
2017-05-03 星期三,23℃,15℃,阵雨,南风 2级
2017-05-04 星期四,27℃,14℃,晴,南风 2级
2017-05-05 星期五,20℃,13℃,小雨,南风 2级
2017-05-06 星期六,22℃,13℃,晴,南风 2级
2017-05-07 星期日,23℃,13℃,小雨,南风 2级
2017-05-08 星期一,27℃,16℃,多云,南风 3级
2017-05-09 星期二,26℃,17℃,多云,西南风 1级
2017-05-10 星期三,27℃,18℃,多云,东北风 2级
2017-05-11 星期四,27℃,17℃,阵雨,南风 1级
2017-05-12 星期五,31℃,13℃,晴,东南风 2级
2017-05-13 星期六,32℃,18℃,多云,东风 1级
2017-05-14 星期日,30℃,17℃,多云,东北风 1级
2017-05-15 星期一,29℃,17℃,多云,西南风 2级
2017-05-16 星期二,30℃,15℃,多云,南风 1级
2017-05-17 星期三,30℃,18℃,多云,东北风 1级
2017-05-18 星期四,27℃,15℃,小雨,东风 3级
2017-05-19 星期五,31℃,20℃,晴,西风 1级
2017-05-20 星期六,26℃,20℃,小雨,东北风 2级
2017-05-21 星期日,26℃,20℃,小雨,东北风 2级
2017-05-22 星期一,25℃,17℃,小雨,东风 1级
2017-05-23 星期二,26℃,17℃,多云,东南风 1级
2017-05-24 星期三,27℃,16℃,多云,南风 1级
2017-05-25 星期四,29℃,17℃,晴,南风 1级
2017-05-26 星期五,31℃,18℃,晴,西南风 3级
2017-05-27 星期六,33℃,22℃,多云,西风 2级
2017-05-28 星期日,32℃,21℃,多云,西风 1级
2017-06-01 星期四,30℃,20℃,小雨,南风 1级
2017-06-02 星期五,30℃,22℃,小雨,西南风 2级
2017-06-03 星期六,28℃,20℃,阴,东北风 2级
2017-06-04 星期日,27℃,18℃,小雨,西风 1级
2017-06-05 星期一,30℃,19℃,小雨,西南风 1级
2017-06-06 星期二,30℃,19℃,多云,南风 2级
2017-06-07 星期三,30℃,20℃,多云,东北风 2级
2017-06-08 星期四,27℃,20℃,阴,东风 2级
2017-06-09 星期五,28℃,21℃,阴,东风 2级
2017-06-10 星期六,28℃,19℃,小雨,东南风 1级
2017-06-11 星期日,30℃,21℃,多云,东北风 2级
2017-06-12 星期一,30℃,21℃,小雨,西风 2级
2017-06-13 星期二,26℃,20℃,小雨,东北风 1级
2017-06-14 星期三,20℃,17℃,中雨,东风 2级
2017-06-15 星期四,23℃,17℃,小雨,西风 1级
2017-06-16 星期五,27℃,18℃,多云,西南风 2级
2017-06-17 星期六,28℃,20℃,阴,东北风 1级
2017-06-18 星期日,29℃,20℃,多云,南风 1级
2017-06-19 星期一,30℃,21℃,多云,南风 2级
2017-06-20 星期二,30℃,21℃,多云,东北风 1级
2017-06-21 星期三,30℃,22℃,阴,东风 2级
2017-06-22 星期四,27℃,22℃,小雨,南风 2级
2017-06-23 星期五,30℃,23℃,阴,西南风 1级
2017-06-24 星期六,30℃,21℃,小雨,西风 2级
2017-06-25 星期日,30℃,19℃,多云,南风 2级
2017-06-26 星期一,30℃,19℃,多云,东南风 3级
2017-06-27 星期二,30℃,20℃,多云,东南风 2级
2017-06-28 星期三,28℃,20℃,阴,西南风 1级
2017-07-01 星期六,33℃,23℃,多云,南风 1级
2017-07-02 星期日,35℃,23℃,小雨,南风 1级
2017-07-03 星期一,31℃,23℃,小雨,西南风 1级
2017-07-04 星期二,31℃,22℃,小雨,东北风 2级
2017-07-05 星期三,26℃,22℃,大雨,西北风 1级
2017-07-06 星期四,30℃,23℃,小雨,西风 1级
2017-07-07 星期五,33℃,23℃,多云,西风 1级
2017-07-08 星期六,32℃,23℃,阴,西风 1级
2017-07-09 星期日,35℃,21℃,阴,西风 1级
2017-07-10 星期一,34℃,24℃,晴,南风 1级
2017-07-11 星期二,36℃,25℃,晴,东南风 1级
2017-07-12 星期三,33℃,23℃,阵雨,南风 1级
2017-07-13 星期四,33℃,22℃,多云,南风 1级
2017-07-14 星期五,31℃,22℃,阴,东南风 1级
2017-07-15 星期六,32℃,23℃,阴,东风 1级
2017-07-16 星期日,32℃,22℃,中雨,东北风 1级
2017-07-17 星期一,31℃,23℃,小雨,东南风 1级
2017-07-18 星期二,30℃,23℃,小雨,东北风 1级
2017-07-19 星期三,30℃,23℃,小雨,南风 2级
2017-07-20 星期四,31℃,23℃,小雨,西南风 1级
2017-07-21 星期五,31℃,23℃,小雨,北风 1级
2017-07-22 星期六,30℃,23℃,小雨,西北风 1级
2017-07-23 星期日,32℃,23℃,小雨,西南风 2级
2017-07-24 星期一,31℃,24℃,阵雨,西南风 1级
2017-07-25 星期二,33℃,24℃,小雨,东风 2级
2017-07-26 星期三,32℃,24℃,阴,东北风 2级
2017-07-27 星期四,32℃,24℃,阴,东北风 1级
2017-07-28 星期五,32℃,24℃,阵雨,东风 1级
2017-08-01 星期二,31℃,25℃,小雨,北风 1级
2017-08-02 星期三,35℃,24℃,小雨,西南风 1级
2017-08-03 星期四,33℃,25℃,小雨,西南风 1级
2017-08-04 星期五,33℃,24℃,阵雨,西南风 1级
2017-08-05 星期六,34℃,25℃,晴,东风 1级
2017-08-06 星期日,33℃,24℃,小雨,东北风 1级
2017-08-07 星期一,28℃,21℃,中雨,北风 3级
2017-08-08 星期二,32℃,22℃,晴,南风 1级
2017-08-09 星期三,34℃,24℃,多云,东风 1级
2017-08-10 星期四,33℃,22℃,阴,东风 1级
2017-08-11 星期五,28℃,21℃,阴,西风 1级
2017-08-12 星期六,30℃,21℃,多云,南风 1级
2017-08-13 星期日,34℃,23℃,多云,南风 1级
2017-08-14 星期一,32℃,23℃,小雨,西南风 1级
2017-08-15 星期二,29℃,23℃,中雨,北风 2级
2017-08-16 星期三,31℃,23℃,小雨,西风 1级
2017-08-17 星期四,27℃,23℃,小雨,北风 2级
2017-08-18 星期五,29℃,23℃,小雨,北风 2级
2017-08-19 星期六,31℃,24℃,阴,北风 2级
2017-08-20 星期日,30℃,24℃,中雨,北风 2级
2017-08-21 星期一,31℃,23℃,小雨,西北风 1级
2017-08-22 星期二,31℃,24℃,阴,北风 1级
2017-08-23 星期三,32℃,23℃,多云,西北风 1级
2017-08-24 星期四,28℃,23℃,小雨,北风 1级
2017-08-25 星期五,27℃,22℃,中雨,北风 1级
2017-08-26 星期六,28℃,23℃,中雨,西北风 1级
2017-08-27 星期日,31℃,23℃,小雨,东风 1级
2017-08-28 星期一,30℃,22℃,阴,西南风 1级
2017-09-01 星期五,26℃,19℃,中雨,西风 1级
2017-09-02 星期六,26℃,19℃,阴,西南风 1级
2017-09-03 星期日,23℃,19℃,小雨,西南风 1级
2017-09-04 星期一,23℃,19℃,阴,东北风 1级
2017-09-05 星期二,25℃,19℃,小雨,南风 1级
2017-09-06 星期三,29℃,18℃,多云,西南风 1级
2017-09-07 星期四,29℃,20℃,多云,东南风 1级
2017-09-08 星期五,28℃,21℃,阴,东北风 1级
2017-09-09 星期六,27℃,21℃,阴,西北风 1级
2017-09-10 星期日,29℃,16℃,多云,东风 1级
2017-09-11 星期一,31℃,19℃,晴,南风 1级
2017-09-12 星期二,31℃,20℃,多云,西南风 1级
2017-09-13 星期三,25℃,20℃,阴,西南风 1级
2017-09-14 星期四,23℃,20℃,小雨,西北风 1级
2017-09-15 星期五,23℃,20℃,小雨,东北风 1级
2017-09-16 星期六,27℃,21℃,小雨,北风 1级
2017-09-17 星期日,25℃,21℃,阴,东风 1级
2017-09-18 星期一,29℃,20℃,小雨,南风 1级
2017-09-19 星期二,26℃,18℃,阴,东风 1级
2017-09-20 星期三,25℃,16℃,阴,北风 2级
2017-09-21 星期四,27℃,19℃,阴,东风 1级
2017-09-22 星期五,23℃,19℃,小雨,北风 1级
2017-09-23 星期六,24℃,19℃,阴,北风 1级
2017-09-24 星期日,25℃,20℃,阴,东南风 1级
2017-09-25 星期一,26℃,20℃,晴,西风 1级
2017-09-26 星期二,24℃,19℃,阴,西北风 1级
2017-09-27 星期三,24℃,18℃,阴,西南风 1级
2017-09-28 星期四,27℃,17℃,多云,西南风 1级
2017-10-01 星期日,27℃,20℃,阴,西南风 1级
2017-10-02 星期一,26℃,18℃,小雨,东北风 1级
2017-10-03 星期二,20℃,15℃,阴,西北风 1级
2017-10-04 星期三,22℃,13℃,小雨,南风 1级
2017-10-05 星期四,22℃,15℃,小雨,东风 1级
2017-10-06 星期五,21℃,16℃,阴,西风 1级
2017-10-07 星期六,21℃,17℃,阴,东风 1级
2017-10-08 星期日,22℃,17℃,阴,东风 1级
2017-10-09 星期一,21℃,14℃,阴,西北风 1级
2017-10-10 星期二,16℃,13℃,小雨,西南风 1级
2017-10-11 星期三,21℃,14℃,小雨,北风 1级
2017-10-12 星期四,21℃,12℃,小雨,东风 1级
2017-10-13 星期五,18℃,14℃,小雨,东南风 1级
2017-10-14 星期六,15℃,15℃,小雨,南风 1级
2017-10-15 星期日,14℃,12℃,阴,东风 1级
2017-10-16 星期一,19℃,14℃,小雨,东风 1级
2017-10-17 星期二,17℃,12℃,阴,东北风 1级
2017-10-18 星期三,18℃,13℃,阴,东南风 1级
2017-10-19 星期四,21℃,14℃,阴,西南风 1级
2017-10-20 星期五,18℃,15℃,阴,西风 1级
2017-10-21 星期六,19℃,14℃,小雨,北风 1级
2017-10-22 星期日,16℃,12℃,中雨,北风 2级
2017-10-23 星期一,19℃,13℃,小雨,东北风 1级
2017-10-24 星期二,16℃,13℃,小雨,北风 1级
2017-10-25 星期三,19℃,13℃,小雨,东南风 1级
2017-10-26 星期四,10℃,0℃,小雨,无持续风向 小于3级
2017-10-27 星期五,16℃,0℃,小雨,无持续风向 小于3级
2017-10-28 星期六,14℃,0℃,小雨,无持续风向 小于3级
2017-11-01 星期三,21℃,14℃,多云,东风 1级
2017-11-02 星期四,21℃,13℃,多云,西南风 1级
2017-11-03 星期五,23℃,15℃,多云,北风 1级
2017-11-04 星期六,22℃,15℃,多云,北风 1级
2017-11-05 星期日,20℃,11℃,小雨,东南风 1级
2017-11-06 星期一,20℃,14℃,多云,北风 2级
2017-11-07 星期二,23℃,13℃,晴,西风 1级
2017-11-08 星期三,23℃,15℃,多云,北风 1级
2017-11-09 星期四,19℃,16℃,阴,北风 2级
2017-11-10 星期五,19℃,13℃,多云,西北风 2级
2017-11-11 星期六,18℃,11℃,多云,北风 2级
2017-11-12 星期日,15℃,11℃,阴,北风 2级
2017-11-13 星期一,18℃,8℃,多云,北风 2级
2017-11-14 星期二,17℃,12℃,阴,北风 2级
2017-11-15 星期三,16℃,13℃,阴,北风 2级
2017-11-16 星期四,17℃,13℃,阴,西北风 2级
2017-11-17 星期五,17℃,13℃,多云,西北风 2级
2017-11-18 星期六,15℃,12℃,阴,北风 3级
2017-11-19 星期日,12℃,8℃,阴,东北风 3级
2017-11-20 星期一,13℃,8℃,晴,西北风 2级
2017-11-21 星期二,12℃,6℃,晴,北风 2级
2017-11-22 星期三,14℃,7℃,晴,北风 3级
2017-11-23 星期四,12℃,5℃,多云,北风 2级
2017-11-24 星期五,12℃,3℃,阴,西风 2级
2017-11-25 星期六,13℃,5℃,晴,西风 2级
2017-11-26 星期日,14℃,4℃,晴,西风 2级
2017-11-27 星期一,13℃,7℃,多云,西北风 2级
2017-11-28 星期二,14℃,6℃,晴,北风 2级
2017-12-01 星期五,12℃,8℃,多云,北风 2级
2017-12-02 星期六,12℃,7℃,阴,西北风 2级
2017-12-03 星期日,16℃,8℃,晴,西北风 2级
2017-12-04 星期一,15℃,4℃,多云,西北风 2级
2017-12-05 星期二,14℃,8℃,阴,西北风 2级
2017-12-06 星期三,14℃,6℃,阴,西北风 2级
2017-12-07 星期四,13℃,6℃,阴,北风 3级
2017-12-08 星期五,15℃,4℃,晴,西北风 3级
2017-12-09 星期六,14℃,2℃,晴,北风 2级
2017-12-10 星期日,16℃,3℃,晴,西北风 2级
2017-12-11 星期一,12℃,2℃,晴,西北风 2级
2017-12-12 星期二,11℃,6℃,阴,北风 2级
2017-12-13 星期三,10℃,5℃,多云,北风 2级
2017-12-14 星期四,10℃,5℃,多云,西北风 3级
2017-12-15 星期五,13℃,4℃,晴,西北风 2级
2017-12-16 星期六,12℃,2℃,晴,西北风 3级
2017-12-17 星期日,11℃,3℃,多云,西北风 3级
2017-12-18 星期一,14℃,1℃,晴,西北风 2级
2017-12-19 星期二,15℃,0℃,晴,西北风 2级
2017-12-20 星期三,15℃,1℃,晴,西风 2级
2017-12-21 星期四,13℃,2℃,晴,西北风 2级
2017-12-22 星期五,13℃,2℃,霾,西北风 2级
2017-12-23 星期六,15℃,3℃,多云,西北风 2级
2017-12-24 星期日,16℃,3℃,晴,西北风 2级
2017-12-25 星期一,12℃,3℃,晴,北风 2级
2017-12-26 星期二,17℃,3℃,晴,西北风 1级
2017-12-27 星期三,13℃,3℃,晴,北风 1级
2017-12-28 星期四,12℃,2℃,霾,北风 2级
2016-01-01 星期五,13℃,3℃,多云~晴,南风 小于3级
2016-01-02 星期六,14℃,6℃,晴~多云,南风 小于3级
2016-01-03 星期日,11℃,4℃,阴~多云,南风 小于3级
2016-01-04 星期一,15℃,4℃,晴,南风 小于3级
2016-01-05 星期二,13℃,7℃,晴~阴,南风 小于3级
2016-01-06 星期三,11℃,6℃,小雨,南风 小于3级
2016-01-07 星期四,13℃,3℃,晴~多云,南风 小于3级
2016-01-08 星期五,8℃,4℃,阴~小雨,南风 小于3级
2016-01-09 星期六,8℃,4℃,小雨~阴,南风 小于3级
2016-01-10 星期日,10℃,4℃,小雨~阴,南风 小于3级
2016-01-11 星期一,10℃,5℃,阴~小雨,南风 小于3级
2016-01-12 星期二,9℃,5℃,小雨,南风 小于3级
2016-01-13 星期三,7℃,3℃,小雨,南风 小于3级
2016-01-14 星期四,9℃,-1℃,多云~晴,南风 小于3级
2016-01-15 星期五,11℃,4℃,多云~小雨,南风 小于3级
2016-01-16 星期六,11℃,-1℃,阴~晴,南风 小于3级
2016-01-17 星期日,12℃,4℃,晴~多云,南风 小于3级
2016-01-18 星期一,9℃,6℃,阴~小雨,南风 小于3级
2016-01-19 星期二,10℃,7℃,阴,南风 小于3级
2016-01-20 星期三,8℃,3℃,小雨,南风 小于3级
2016-01-21 星期四,8℃,4℃,小雨,南风 小于3级
2016-01-22 星期五,6℃,-2℃,阴~雨夹雪,南风 小于3级
2016-01-23 星期六,3℃,-3℃,多云~阴,南风 小于3级
2016-01-24 星期日,4℃,-3℃,晴,南风 小于3级
2016-01-25 星期一,5℃,0℃,晴~阴,南风 小于3级
2016-01-26 星期二,6℃,-1℃,多云,南风 小于3级
2016-01-27 星期三,8℃,1℃,多云,南风 小于3级
2016-01-28 星期四,8℃,1℃,阴~晴,南风 小于3级
2016-02-01 星期一,7℃,1℃,阴,南风 小于3级
2016-02-02 星期二,9℃,2℃,阴,南风 小于3级
2016-02-03 星期三,7℃,3℃,小雨,南风 小于3级
2016-02-04 星期四,12℃,4℃,晴~多云,南风 小于3级
2016-02-05 星期五,11℃,2℃,多云,南风 小于3级
2016-02-06 星期六,12℃,0℃,多云,南风 小于3级
2016-02-07 星期日,14℃,3℃,晴~多云,南风 小于3级
2016-02-08 星期一,14℃,4℃,晴~多云,南风 小于3级
2016-02-09 星期二,15℃,4℃,多云,南风 小于3级
2016-02-10 星期三,16℃,5℃,晴~多云,南风 小于3级
2016-02-11 星期四,17℃,7℃,晴,南风 小于3级
2016-02-12 星期五,18℃,7℃,多云~阴,南风 小于3级
2016-02-13 星期六,12℃,2℃,阴,南风 小于3级
2016-02-14 星期日,8℃,1℃,多云~晴,南风 小于3级
2016-02-15 星期一,8℃,1℃,阴~小雨,南风 小于3级
2016-02-16 星期二,10℃,2℃,多云,南风 小于3级
2016-02-17 星期三,12℃,2℃,多云~阴,南风 小于3级
2016-02-18 星期四,13℃,3℃,晴~多云,南风 小于3级
2016-02-19 星期五,13℃,4℃,多云~阴,南风 小于3级
2016-02-20 星期六,13℃,4℃,多云~小雨,南风 小于3级
2016-02-21 星期日,11℃,5℃,小雨~阴,南风 小于3级
2016-02-22 星期一,14℃,7℃,多云~小雨,南风 小于3级
2016-02-23 星期二,11℃,4℃,小雨,南风 小于3级
2016-02-24 星期三,11℃,5℃,小雨,南风 小于3级
2016-02-25 星期四,14℃,4℃,阴,南风 小于3级
2016-02-26 星期五,16℃,4℃,晴,南风 小于3级
2016-02-27 星期六,18℃,6℃,晴,南风 小于3级
2016-02-28 星期日,19℃,7℃,晴,南风 小于3级
2016-03-01 星期二,20℃,7℃,多云~阴,南风 小于3级
2016-03-02 星期三,21℃,8℃,多云,南风 小于3级
2016-03-03 星期四,23℃,11℃,晴~多云,南风 小于3级
2016-03-04 星期五,22℃,8℃,阴~多云,南风 小于3级
2016-03-05 星期六,22℃,11℃,多云,南风 小于3级
2016-03-06 星期日,24℃,13℃,晴~多云,南风 小于3级
2016-03-07 星期一,22℃,13℃,阴,南风 小于3级
2016-03-08 星期二,19℃,8℃,小雨,南风 小于3级
2016-03-09 星期三,15℃,7℃,小雨,南风 小于3级
2016-03-10 星期四,12℃,4℃,多云~阴,南风 小于3级
2016-03-11 星期五,13℃,6℃,阴~多云,南风 小于3级
2016-03-12 星期六,14℃,7℃,阴,南风 小于3级
2016-03-13 星期日,16℃,4℃,阴,南风 小于3级
2016-03-14 星期一,15℃,10℃,小雨,南风 小于3级
2016-03-15 星期二,16℃,10℃,阴,南风 小于3级
2016-03-16 星期三,18℃,10℃,小雨,南风 小于3级
2016-03-17 星期四,18℃,10℃,阴~多云,南风 小于3级
2016-03-18 星期五,24℃,11℃,晴,南风 小于3级
2016-03-19 星期六,21℃,12℃,多云,南风 小于3级
2016-03-20 星期日,22℃,13℃,多云~小雨,南风 小于3级
2016-03-21 星期一,17℃,13℃,小雨~中雨,南风 小于3级
2016-03-22 星期二,15℃,12℃,小雨~中雨,南风 小于3级
2016-03-23 星期三,13℃,9℃,中雨,南风 小于3级
2016-03-24 星期四,17℃,8℃,小雨~多云,南风 小于3级
2016-03-25 星期五,18℃,10℃,阴~小雨,南风 小于3级
2016-03-26 星期六,17℃,7℃,阴~多云,南风 小于3级
2016-03-27 星期日,18℃,11℃,多云~阴,南风 小于3级
2016-03-28 星期一,18℃,12℃,阴~小雨,南风 小于3级
2016-04-01 星期五,24℃,13℃,多云~阴,南风 小于3级
2016-04-02 星期六,23℃,12℃,多云,南风 小于3级
2016-04-03 星期日,28℃,16℃,晴~多云,南风 小于3级
2016-04-04 星期一,27℃,16℃,阴~小雨,南风 小于3级
2016-04-05 星期二,24℃,17℃,小雨,南风 小于3级
2016-04-06 星期三,22℃,15℃,小雨~阴,南风 小于3级
2016-04-07 星期四,26℃,14℃,多云~小雨,南风 小于3级
2016-04-08 星期五,23℃,16℃,阴~小雨,南风 小于3级
2016-04-09 星期六,20℃,14℃,小雨~阴,南风 小于3级
2016-04-10 星期日,25℃,15℃,多云~阴,南风 小于3级
2016-04-11 星期一,25℃,15℃,多云~小雨,南风 小于3级
2016-04-12 星期二,25℃,15℃,小雨~中雨,南风 小于3级
2016-04-13 星期三,22℃,15℃,中雨~小雨,南风 小于3级
2016-04-14 星期四,21℃,15℃,阴~小雨,南风 小于3级
2016-04-15 星期五,23℃,13℃,中雨,南风 小于3级
2016-04-16 星期六,24℃,14℃,多云~中雨,南风 小于3级
2016-04-17 星期日,21℃,10℃,阵雨~阴,南风 小于3级
2016-04-18 星期一,23℃,12℃,晴,南风 小于3级
2016-04-19 星期二,25℃,14℃,多云~小雨,南风 小于3级
2016-04-20 星期三,27℃,15℃,阴~多云,南风 小于3级
2016-04-21 星期四,23℃,14℃,小雨,南风 小于3级
2016-04-22 星期五,22℃,14℃,小雨~晴,南风 小于3级
2016-04-23 星期六,24℃,14℃,阴~小雨,南风 小于3级
2016-04-24 星期日,22℃,15℃,小雨,南风 小于3级
2016-04-25 星期一,23℃,15℃,小雨,南风 小于3级
2016-04-26 星期二,25℃,14℃,多云,南风 小于3级
2016-04-27 星期三,27℃,15℃,多云~阴,南风 小于3级
2016-04-28 星期四,26℃,15℃,阴,南风 小于3级
2016-05-01 星期日,29℃,17℃,多云~阴,南风 小于3级
2016-05-02 星期一,29℃,17℃,多云,南风 小于3级
2016-05-03 星期二,31℃,18℃,晴~多云,南风 小于3级
2016-05-04 星期三,32℃,19℃,多云~晴,南风 小于3级
2016-05-05 星期四,29℃,20℃,小雨~中雨,南风 小于3级
2016-05-06 星期五,27℃,20℃,中雨~大雨,南风 小于3级
2016-05-07 星期六,24℃,17℃,小雨,南风 小于3级
2016-05-08 星期日,26℃,16℃,多云~小雨,南风 小于3级
2016-05-09 星期一,29℃,17℃,多云,南风 小于3级
2016-05-10 星期二,31℃,18℃,晴,南风 小于3级
2016-05-11 星期三,32℃,18℃,晴~多云,南风 小于3级
2016-05-12 星期四,27℃,16℃,中雨,南风 小于3级
2016-05-13 星期五,25℃,18℃,小雨,南风 小于3级
2016-05-14 星期六,24℃,16℃,小雨,南风 小于3级
2016-05-15 星期日,25℃,13℃,多云,南风 小于3级
2016-05-16 星期一,26℃,14℃,多云~小雨,南风 小于3级
2016-05-17 星期二,23℃,16℃,多云~小雨,南风 小于3级
2016-05-18 星期三,27℃,18℃,多云~小雨,南风 小于3级
2016-05-19 星期四,26℃,18℃,小雨~多云,南风 小于3级
2016-05-20 星期五,28℃,18℃,多云~小雨,南风 小于3级
2016-05-21 星期六,25℃,17℃,中雨~大雨,南风 小于3级
2016-05-22 星期日,20℃,17℃,大雨,南风 小于3级
2016-05-23 星期一,27℃,16℃,阴~晴,南风 小于3级
2016-05-24 星期二,27℃,17℃,多云~小雨,南风 小于3级
2016-05-25 星期三,22℃,16℃,中雨,南风 小于3级
2016-05-26 星期四,22℃,15℃,小雨~阴,南风 小于3级
2016-05-27 星期五,24℃,17℃,阴~小雨,南风 小于3级
2016-05-28 星期六,26℃,18℃,多云~阴,南风 小于3级
2016-06-01 星期三,29℃,23℃,小雨~中雨,南风 小于3级
2016-06-02 星期四,30℃,21℃,小雨~中雨,南风 小于3级
2016-06-03 星期五,29℃,18℃,小雨~阴,南风 小于3级
2016-06-04 星期六,31℃,20℃,多云~晴,南风 小于3级
2016-06-05 星期日,29℃,20℃,晴,暂无实况
2016-06-06 星期一,32℃,20℃,晴,南风 小于3级
2016-06-07 星期二,29℃,20℃,多云~小雨,南风 小于3级
2016-06-08 星期三,29℃,21℃,阴~中雨,南风 小于3级
2016-06-09 星期四,28℃,18℃,阵雨~小雨,南风 小于3级
2016-06-10 星期五,27℃,18℃,中雨~小雨,南风 小于3级
2016-06-11 星期六,29℃,20℃,多云,南风 小于3级
2016-06-12 星期日,29℃,21℃,阴~多云,南风 小于3级
2016-06-13 星期一,29℃,22℃,多云~小雨,南风 小于3级
2016-06-14 星期二,29℃,24℃,小雨,南风 小于3级
2016-06-15 星期三,26℃,18℃,阴~多云,南风 小于3级
2016-06-16 星期四,29℃,19℃,晴,南风 小于3级
2016-06-17 星期五,29℃,22℃,晴~多云,南风 小于3级
2016-06-18 星期六,29℃,23℃,阴~大雨,南风 小于3级
2016-06-19 星期日,29℃,23℃,小雨~多云,南风 小于3级
2016-06-20 星期一,29℃,23℃,晴~小雨,南风 小于3级
2016-06-21 星期二,29℃,25℃,阴~小雨,南风 小于3级
2016-06-23 星期四,30℃,23℃,大雨~阴,南风 小于3级
2016-06-24 星期五,30℃,20℃,阴~小雨,南风 小于3级
2016-06-25 星期六,28℃,20℃,小雨,南风 小于3级
2016-06-26 星期日,26℃,21℃,中雨,南风 小于3级
2016-06-27 星期一,28℃,20℃,阴~小雨,南风 小于3级
2016-06-28 星期二,32℃,21℃,多云,南风 小于3级
2016-06-29 星期三,32℃,22℃,晴~大雨,南风 小于3级
2016-07-01 星期五,33℃,23℃,多云,南风 小于3级
2016-07-02 星期六,33℃,22℃,多云~阴,南风 小于3级
2016-07-03 星期日,30℃,21℃,小雨~阴,南风 小于3级
2016-07-04 星期一,31℃,23℃,小雨~中雨,南风 小于3级
2016-07-05 星期二,27℃,22℃,中到大雨~暴雨,南风 小于3级
2016-07-06 星期三,25℃,21℃,中雨~大雨,南风 小于3级
2016-07-07 星期四,27℃,23℃,小雨~中雨,南风 小于3级
2016-07-08 星期五,30℃,23℃,阵雨~中雨,南风 小于3级
2016-07-09 星期六,28℃,23℃,中雨~小雨,南风 小于3级
2016-07-10 星期日,32℃,24℃,小雨,南风 小于3级
2016-07-11 星期一,31℃,23℃,中雨~小雨,南风 小于3级
2016-07-12 星期二,31℃,24℃,小到中雨~小雨,南风 小于3级
2016-07-13 星期三,30℃,23℃,中雨~大雨,南风 小于3级
2016-07-14 星期四,29℃,20℃,小雨转多云,南风 小于3级
2016-07-15 星期五,32℃,20℃,晴,南风 小于3级
2016-07-16 星期六,33℃,23℃,晴转多云,南风 小于3级
2016-07-17 星期日,31℃,23℃,多云转中雨,南风 小于3级
2016-07-18 星期一,27℃,22℃,小雨,南风 小于3级
2016-07-19 星期二,34℃,22℃,阴,南风 小于3级
2016-07-20 星期三,34℃,23℃,多云,南风 小于3级
2016-07-21 星期四,33℃,24℃,小雨,南风 小于3级
2016-07-22 星期五,30℃,23℃,小雨,南风 小于3级
2016-07-23 星期六,30℃,24℃,中雨,南风 小于3级
2016-07-24 星期日,31℃,24℃,阵雨,南风 小于3级
2016-07-25 星期一,30℃,23℃,阵雨,南风 小于3级
2016-07-26 星期二,30℃,23℃,阵雨,南风 小于3级
2016-07-27 星期三,32℃,22℃,小雨,南风 小于3级
2016-07-28 星期四,33℃,21℃,多云,南风 小于3级
2016-08-01 星期一,33℃,23℃,小雨,南风 小于3级
2016-08-02 星期二,32℃,22℃,多云,南风 小于3级
2016-08-03 星期三,30℃,22℃,小雨,东南风 1级
2016-08-04 星期四,32℃,21℃,多云,南风 1级
2016-08-05 星期五,31℃,22℃,小雨,东北风 1级
2016-08-06 星期六,32℃,23℃,小雨,东北风 1级
2016-08-07 星期日,31℃,22℃,小雨,东风 1级
2016-08-08 星期一,30℃,22℃,阵雨,西风 1级
2016-08-09 星期二,32℃,22℃,小雨,西北风 1级
2016-08-10 星期三,31℃,22℃,多云,东北风 1级
2016-08-11 星期四,34℃,23℃,多云,西南风 1级
2016-08-12 星期五,34℃,24℃,小雨,东风 1级
